run,resolution,thread_x,thread_y,time_gpu,ftype
2,1500,4,16,1176.0,float
3,1500,4,16,1179.0,float
4,1500,4,16,1175.0,float
5,1500,4,16,1183.0,float
6,1500,4,16,1152.0,float
7,1500,4,16,1178.0,float
8,1500,4,16,1154.0,float
9,1500,4,16,1181.0,float
10,1500,4,16,1176.0,float
1,1500,4,16,1569.0,double
2,1500,4,16,1565.0,double
3,1500,4,16,1573.0,double
4,1500,4,16,1572.0,double
5,1500,4,16,1567.0,double
6,1500,4,16,1574.0,double
7,1500,4,16,1546.0,double
8,1500,4,16,1570.0,double
9,1500,4,16,1576.0,double
10,1500,4,16,1576.0,double
1,1500,8,1,4431.0,float
2,1500,8,1,4401.0,float
3,1500,8,1,4404.0,float
4,1500,8,1,4429.0,float
5,1500,8,1,4431.0,float
6,1500,8,1,4435.0,float
7,1500,8,1,4429.0,float
8,1500,8,1,4428.0,float
9,1500,8,1,4402.0,float
10,1500,8,1,4429.0,float
1,1500,8,1,5977.0,double
2,1500,8,1,5973.0,double
3,1500,8,1,5952.0,double
4,1500,8,1,5980.0,double
5,1500,8,1,5983.0,double
6,1500,8,1,5979.0,double
7,1500,8,1,5984.0,double
8,1500,8,1,5984.0,double
9,1500,8,1,5987.0,double
10,1500,8,1,5956.0,double
1,1500,8,2,2261.0,float
2,1500,8,2,2271.0,float
3,1500,8,2,2237.0,float
4,1500,8,2,2238.0,float
5,1500,8,2,2263.0,float
6,1500,8,2,2264.0,float
7,1500,8,2,2267.0,float
8,1500,8,2,2237.0,float
9,1500,8,2,2257.0,float
10,1500,8,2,2265.0,float
1,1500,8,2,3044.0,double
2,1500,8,2,3046.0,double
3,1500,8,2,3048.0,double
4,1500,8,2,3017.0,double
5,1500,8,2,3046.0,double
6,1500,8,2,3045.0,double
7,1500,8,2,3047.0,double
8,1500,8,2,3044.0,double
9,1500,8,2,3062.0,double
10,1500,8,2,3048.0,double
1,1500,8,4,1179.0,float
2,1500,8,4,1178.0,float
3,1500,8,4,1181.0,float
4,1500,8,4,1154.0,float
5,1500,8,4,1175.0,float
6,1500,8,4,1181.0,float
7,1500,8,4,1183.0,float
8,1500,8,4,1180.0,float
9,1500,8,4,1171.0,float
10,1500,8,4,1177.0,float
1,1500,8,4,1573.0,double
2,1500,8,4,1571.0,double
3,1500,8,4,1545.0,double
4,1500,8,4,1545.0,double
5,1500,8,4,1570.0,double
6,1500,8,4,1567.0,double
7,1500,8,4,1579.0,double
8,1500,8,4,1546.0,double
9,1500,8,4,1575.0,double
10,1500,8,4,1577.0,double
1,1500,8,8,1175.0,float
2,1500,8,8,1152.0,float
3,1500,8,8,1181.0,float
4,1500,8,8,1176.0,float
5,1500,8,8,1152.0,float
6,1500,8,8,1176.0,float
7,1500,8,8,1152.0,float
8,1500,8,8,1184.0,float
9,1500,8,8,1181.0,float
10,1500,8,8,1181.0,float
1,1500,8,8,1553.0,double
2,1500,8,8,1573.0,double
3,1500,8,8,1573.0,double
4,1500,8,8,1583.0,double
5,1500,8,8,1570.0,double
6,1500,8,8,1572.0,double
7,1500,8,8,1571.0,double
8,1500,8,8,1570.0,double
9,1500,8,8,1567.0,double
10,1500,8,8,1582.0,double
1,1500,8,16,1174.0,float
2,1500,8,16,1181.0,float
3,1500,8,16,1178.0,float
4,1500,8,16,1180.0,float
5,1500,8,16,1177.0,float
6,1500,8,16,1179.0,float
7,1500,8,16,1178.0,float
8,1500,8,16,1180.0,float
9,1500,8,16,1177.0,float
10,1500,8,16,1174.0,float
1,1500,8,16,1546.0,double
2,1500,8,16,1571.0,double
3,1500,8,16,1571.0,double
4,1500,8,16,1576.0,double
5,1500,8,16,1568.0,double
6,1500,8,16,1574.0,double
7,1500,8,16,1576.0,double
8,1500,8,16,1571.0,double
9,1500,8,16,1576.0,double
10,1500,8,16,1546.0,double
1,1500,16,1,2284.0,float
2,1500,16,1,2282.0,float
3,1500,16,1,2282.0,float
4,1500,16,1,2280.0,float
5,1500,16,1,2287.0,float
6,1500,16,1,2278.0,float
7,1500,16,1,2275.0,float
8,1500,16,1,2281.0,float
9,1500,16,1,2280.0,float
10,1500,16,1,2281.0,float
1,1500,16,1,3066.0,double
2,1500,16,1,3072.0,double
3,1500,16,1,3066.0,double
4,1500,16,1,3078.0,double
5,1500,16,1,3078.0,double
6,1500,16,1,3069.0,double
7,1500,16,1,3069.0,double
8,1500,16,1,3073.0,double
9,1500,16,1,3078.0,double
10,1500,16,1,3070.0,double
1,1500,16,2,1187.0,float
2,1500,16,2,1190.0,float
3,1500,16,2,1182.0,float
4,1500,16,2,1192.0,float
5,1500,16,2,1182.0,float
6,1500,16,2,1187.0,float
7,1500,16,2,1195.0,float
8,1500,16,2,1186.0,float
9,1500,16,2,1160.0,float
10,1500,16,2,1186.0,float
1,1500,16,2,1580.0,double
2,1500,16,2,1585.0,double
3,1500,16,2,1581.0,double
4,1500,16,2,1574.0,double
5,1500,16,2,1556.0,double
6,1500,16,2,1558.0,double
7,1500,16,2,1587.0,double
8,1500,16,2,1587.0,double
9,1500,16,2,1584.0,double
10,1500,16,2,1555.0,double
1,1500,16,4,1185.0,float
2,1500,16,4,1195.0,float
3,1500,16,4,1184.0,float
4,1500,16,4,1188.0,float
5,1500,16,4,1193.0,float
6,1500,16,4,1188.0,float
7,1500,16,4,1192.0,float
8,1500,16,4,1194.0,float
9,1500,16,4,1184.0,float
10,1500,16,4,1184.0,float
1,1500,16,4,1584.0,double
2,1500,16,4,1584.0,double
3,1500,16,4,1584.0,double
4,1500,16,4,1583.0,double
5,1500,16,4,1588.0,double
6,1500,16,4,1580.0,double
7,1500,16,4,1582.0,double
8,1500,16,4,1588.0,double
9,1500,16,4,1586.0,double
10,1500,16,4,1585.0,double
1,1500,16,8,1189.0,float
2,1500,16,8,1187.0,float
3,1500,16,8,1186.0,float
4,1500,16,8,1188.0,float
5,1500,16,8,1189.0,float
6,1500,16,8,1163.0,float
7,1500,16,8,1190.0,float
8,1500,16,8,1186.0,float
9,1500,16,8,1187.0,float
10,1500,16,8,1189.0,float
1,1500,16,8,1585.0,double
2,1500,16,8,1558.0,double
3,1500,16,8,1586.0,double
4,1500,16,8,1586.0,double
5,1500,16,8,1560.0,double
6,1500,16,8,1586.0,double
7,1500,16,8,1578.0,double
8,1500,16,8,1587.0,double
9,1500,16,8,1580.0,double
10,1500,16,8,1580.0,double
1,1500,16,16,1187.0,float
2,1500,16,16,1194.0,float
3,1500,16,16,1185.0,float
4,1500,16,16,1189.0,float
5,1500,16,16,1182.0,float
6,1500,16,16,1191.0,float
7,1500,16,16,1189.0,float
8,1500,16,16,1183.0,float
9,1500,16,16,1186.0,float
10,1500,16,16,1188.0,float
1,1500,16,16,1586.0,double
2,1500,16,16,1580.0,double
3,1500,16,16,1589.0,double
4,1500,16,16,1581.0,double
5,1500,16,16,1581.0,double
6,1500,16,16,1591.0,double
7,1500,16,16,1588.0,double
8,1500,16,16,1590.0,double
9,1500,16,16,1583.0,double
10,1500,16,16,1557.0,double
1,2000,1,1,59343.0,float
2,2000,1,1,59693.0,float
3,2000,1,1,60094.0,float
4,2000,1,1,60263.0,float
5,2000,1,1,60257.0,float
6,2000,1,1,60251.0,float
7,2000,1,1,60260.0,float
8,2000,1,1,60261.0,float
9,2000,1,1,60264.0,float
10,2000,1,1,60236.0,float
1,2000,1,1,81678.0,double
2,2000,1,1,81682.0,double
3,2000,1,1,81668.0,double
4,2000,1,1,81678.0,double
5,2000,1,1,81670.0,double
6,2000,1,1,81671.0,double
7,2000,1,1,81669.0,double
8,2000,1,1,81643.0,double
9,2000,1,1,81676.0,double
10,2000,1,1,81668.0,double
1,2000,1,2,30329.0,float
2,2000,1,2,30311.0,float
3,2000,1,2,30310.0,float
4,2000,1,2,30327.0,float
5,2000,1,2,30317.0,float
6,2000,1,2,30286.0,float
7,2000,1,2,30308.0,float
8,2000,1,2,30314.0,float
9,2000,1,2,30317.0,float
10,2000,1,2,30307.0,float
1,2000,1,2,41063.0,double
2,2000,1,2,41063.0,double
3,2000,1,2,41058.0,double
4,2000,1,2,41064.0,double
5,2000,1,2,41063.0,double
6,2000,1,2,41063.0,double
7,2000,1,2,41070.0,double
8,2000,1,2,41032.0,double
9,2000,1,2,41066.0,double
10,2000,1,2,41073.0,double
1,2000,1,4,15278.0,float
2,2000,1,4,15301.0,float
3,2000,1,4,15290.0,float
4,2000,1,4,15295.0,float
5,2000,1,4,15297.0,float
6,2000,1,4,15290.0,float
7,2000,1,4,15291.0,float
8,2000,1,4,15288.0,float
9,2000,1,4,15291.0,float
10,2000,1,4,15290.0,float
1,2000,1,4,20703.0,double
2,2000,1,4,20696.0,double
3,2000,1,4,20695.0,double
4,2000,1,4,20690.0,double
5,2000,1,4,20699.0,double
6,2000,1,4,20699.0,double
7,2000,1,4,20710.0,double
8,2000,1,4,20692.0,double
9,2000,1,4,20698.0,double
10,2000,1,4,20700.0,double
1,2000,1,8,7751.0,float
2,2000,1,8,7753.0,float
3,2000,1,8,7728.0,float
4,2000,1,8,7750.0,float
5,2000,1,8,7751.0,float
6,2000,1,8,7765.0,float
7,2000,1,8,7756.0,float
8,2000,1,8,7748.0,float
9,2000,1,8,7749.0,float
10,2000,1,8,7755.0,float
1,2000,1,8,10480.0,double
2,2000,1,8,10448.0,double
3,2000,1,8,10481.0,double
4,2000,1,8,10486.0,double
5,2000,1,8,10482.0,double
6,2000,1,8,10481.0,double
7,2000,1,8,10484.0,double
8,2000,1,8,10488.0,double
9,2000,1,8,10452.0,double
10,2000,1,8,10450.0,double
1,2000,1,16,3939.0,float
2,2000,1,16,3966.0,float
3,2000,1,16,3939.0,float
4,2000,1,16,3967.0,float
5,2000,1,16,3963.0,float
6,2000,1,16,3974.0,float
7,2000,1,16,3972.0,float
8,2000,1,16,3969.0,float
9,2000,1,16,3969.0,float
10,2000,1,16,3937.0,float
1,2000,1,16,5341.0,double
2,2000,1,16,5357.0,double
3,2000,1,16,5355.0,double
4,2000,1,16,5351.0,double
5,2000,1,16,5352.0,double
6,2000,1,16,5351.0,double
7,2000,1,16,5353.0,double
8,2000,1,16,5355.0,double
9,2000,1,16,5364.0,double
10,2000,1,16,5353.0,double
1,2000,2,1,30297.0,float
2,2000,2,1,30320.0,float
3,2000,2,1,30318.0,float
4,2000,2,1,30319.0,float
5,2000,2,1,30320.0,float
6,2000,2,1,30318.0,float
7,2000,2,1,30350.0,float
8,2000,2,1,30321.0,float
9,2000,2,1,30325.0,float
10,2000,2,1,30328.0,float
1,2000,2,1,41086.0,double
2,2000,2,1,41081.0,double
3,2000,2,1,41077.0,double
4,2000,2,1,41083.0,double
5,2000,2,1,41065.0,double
6,2000,2,1,41078.0,double
7,2000,2,1,41053.0,double
8,2000,2,1,41083.0,double
9,2000,2,1,41054.0,double
10,2000,2,1,41086.0,double
1,2000,2,2,15279.0,float
2,2000,2,2,15278.0,float
3,2000,2,2,15289.0,float
4,2000,2,2,15277.0,float
5,2000,2,2,15281.0,float
6,2000,2,2,15279.0,float
7,2000,2,2,15277.0,float
8,2000,2,2,15281.0,float
9,2000,2,2,15284.0,float
10,2000,2,2,15285.0,float
1,2000,2,2,20685.0,double
2,2000,2,2,20680.0,double
3,2000,2,2,20683.0,double
4,2000,2,2,20681.0,double
5,2000,2,2,20669.0,double
6,2000,2,2,20680.0,double
7,2000,2,2,20679.0,double
8,2000,2,2,20687.0,double
9,2000,2,2,20653.0,double
10,2000,2,2,20694.0,double
1,2000,2,4,7701.0,float
2,2000,2,4,7736.0,float
3,2000,2,4,7701.0,float
4,2000,2,4,7736.0,float
5,2000,2,4,7727.0,float
6,2000,2,4,7734.0,float
7,2000,2,4,7726.0,float
8,2000,2,4,7719.0,float
9,2000,2,4,7731.0,float
10,2000,2,4,7734.0,float
1,2000,2,4,10451.0,double
2,2000,2,4,10445.0,double
3,2000,2,4,10421.0,double
4,2000,2,4,10443.0,double
5,2000,2,4,10445.0,double
6,2000,2,4,10448.0,double
7,2000,2,4,10461.0,double
8,2000,2,4,10445.0,double
9,2000,2,4,10446.0,double
10,2000,2,4,10470.0,double
1,2000,2,8,3939.0,float
2,2000,2,8,3945.0,float
3,2000,2,8,3938.0,float
4,2000,2,8,3941.0,float
5,2000,2,8,3931.0,float
6,2000,2,8,3912.0,float
7,2000,2,8,3940.0,float
8,2000,2,8,3943.0,float
9,2000,2,8,3946.0,float
10,2000,2,8,3912.0,float
1,2000,2,8,5312.0,double
2,2000,2,8,5318.0,double
3,2000,2,8,5313.0,double
4,2000,2,8,5312.0,double
5,2000,2,8,5320.0,double
6,2000,2,8,5309.0,double
7,2000,2,8,5284.0,double
8,2000,2,8,5314.0,double
9,2000,2,8,5308.0,double
10,2000,2,8,5319.0,double
1,2000,2,16,2071.0,float
2,2000,2,16,2039.0,float
3,2000,2,16,2043.0,float
4,2000,2,16,2048.0,float
5,2000,2,16,2046.0,float
6,2000,2,16,2038.0,float
7,2000,2,16,2042.0,float
8,2000,2,16,2038.0,float
9,2000,2,16,2036.0,float
10,2000,2,16,2040.0,float
1,2000,2,16,2725.0,double
2,2000,2,16,2734.0,double
3,2000,2,16,2734.0,double
4,2000,2,16,2738.0,double
5,2000,2,16,2742.0,double
6,2000,2,16,2738.0,double
7,2000,2,16,2734.0,double
8,2000,2,16,2742.0,double
9,2000,2,16,2731.0,double
10,2000,2,16,2736.0,double
1,2000,4,1,15308.0,float
2,2000,4,1,15296.0,float
3,2000,4,1,15274.0,float
4,2000,4,1,15295.0,float
5,2000,4,1,15301.0,float
6,2000,4,1,15297.0,float
7,2000,4,1,15302.0,float
8,2000,4,1,15292.0,float
9,2000,4,1,15298.0,float
10,2000,4,1,15270.0,float
1,2000,4,1,20711.0,double
2,2000,4,1,20713.0,double
3,2000,4,1,20705.0,double
4,2000,4,1,20706.0,double
5,2000,4,1,20678.0,double
6,2000,4,1,20709.0,double
7,2000,4,1,20716.0,double
8,2000,4,1,20682.0,double
9,2000,4,1,20708.0,double
10,2000,4,1,20711.0,double
1,2000,4,2,7701.0,float
2,2000,4,2,7729.0,float
3,2000,4,2,7723.0,float
4,2000,4,2,7702.0,float
5,2000,4,2,7734.0,float
6,2000,4,2,7700.0,float
7,2000,4,2,7700.0,float
8,2000,4,2,7725.0,float
9,2000,4,2,7736.0,float
10,2000,4,2,7700.0,float
1,2000,4,2,10449.0,double
2,2000,4,2,10450.0,double
3,2000,4,2,10450.0,double
4,2000,4,2,10420.0,double
5,2000,4,2,10459.0,double
6,2000,4,2,10447.0,double
7,2000,4,2,10454.0,double
8,2000,4,2,10448.0,double
9,2000,4,2,10454.0,double
10,2000,4,2,10459.0,double
1,2000,4,4,3904.0,float
2,2000,4,4,3940.0,float
3,2000,4,4,3905.0,float
4,2000,4,4,3941.0,float
5,2000,4,4,3936.0,float
6,2000,4,4,3933.0,float
7,2000,4,4,3934.0,float
8,2000,4,4,3925.0,float
9,2000,4,4,3904.0,float
10,2000,4,4,3937.0,float
1,2000,4,4,5294.0,double
2,2000,4,4,5304.0,double
3,2000,4,4,5306.0,double
4,2000,4,4,5312.0,double
5,2000,4,4,5322.0,double
6,2000,4,4,5310.0,double
7,2000,4,4,5302.0,double
8,2000,4,4,5297.0,double
9,2000,4,4,5303.0,double
10,2000,4,4,5304.0,double
1,2000,4,8,2017.0,float
2,2000,4,8,2032.0,float
3,2000,4,8,2036.0,float
4,2000,4,8,2024.0,float
5,2000,4,8,2024.0,float
6,2000,4,8,2030.0,float
7,2000,4,8,1998.0,float
8,2000,4,8,2030.0,float
9,2000,4,8,2025.0,float
10,2000,4,8,2030.0,float
1,2000,4,8,2720.0,double
2,2000,4,8,2724.0,double
3,2000,4,8,2718.0,double
4,2000,4,8,2713.0,double
5,2000,4,8,2722.0,double
6,2000,4,8,2695.0,double
7,2000,4,8,2717.0,double
8,2000,4,8,2726.0,double
9,2000,4,8,2690.0,double
10,2000,4,8,2722.0,double
1,2000,4,16,2031.0,float
2,2000,4,16,1998.0,float
3,2000,4,16,2028.0,float
4,2000,4,16,2032.0,float
5,2000,4,16,1996.0,float
6,2000,4,16,2033.0,float
7,2000,4,16,2028.0,float
8,2000,4,16,2028.0,float
9,2000,4,16,2027.0,float
10,2000,4,16,2023.0,float
1,2000,4,16,2729.0,double
2,2000,4,16,2725.0,double
3,2000,4,16,2725.0,double
4,2000,4,16,2728.0,double
5,2000,4,16,2721.0,double
6,2000,4,16,2711.0,double
7,2000,4,16,2691.0,double
8,2000,4,16,2722.0,double
9,2000,4,16,2689.0,double
10,2000,4,16,2689.0,double
1,2000,8,1,7750.0,float
2,2000,8,1,7725.0,float
3,2000,8,1,7760.0,float
4,2000,8,1,7745.0,float
5,2000,8,1,7747.0,float
6,2000,8,1,7758.0,float
7,2000,8,1,7747.0,float
8,2000,8,1,7723.0,float
9,2000,8,1,7751.0,float
10,2000,8,1,7757.0,float
1,2000,8,1,10487.0,double
2,2000,8,1,10491.0,double
3,2000,8,1,10484.0,double
4,2000,8,1,10482.0,double
5,2000,8,1,10485.0,double
6,2000,8,1,10481.0,double
7,2000,8,1,10484.0,double
8,2000,8,1,10479.0,double
9,2000,8,1,10457.0,double
10,2000,8,1,10487.0,double
1,2000,8,2,3941.0,float
2,2000,8,2,3945.0,float
3,2000,8,2,3912.0,float
4,2000,8,2,3915.0,float
5,2000,8,2,3941.0,float
6,2000,8,2,3941.0,float
7,2000,8,2,3945.0,float
8,2000,8,2,3947.0,float
9,2000,8,2,3939.0,float
10,2000,8,2,3931.0,float
1,2000,8,2,5319.0,double
2,2000,8,2,5310.0,double
3,2000,8,2,5323.0,double
4,2000,8,2,5317.0,double
5,2000,8,2,5307.0,double
6,2000,8,2,5304.0,double
7,2000,8,2,5289.0,double
8,2000,8,2,5312.0,double
9,2000,8,2,5314.0,double
10,2000,8,2,5315.0,double
1,2000,8,4,2000.0,float
2,2000,8,4,1998.0,float
3,2000,8,4,2023.0,float
4,2000,8,4,2032.0,float
5,2000,8,4,2028.0,float
6,2000,8,4,2025.0,float
7,2000,8,4,2001.0,float
8,2000,8,4,2042.0,float
9,2000,8,4,1998.0,float
10,2000,8,4,2029.0,float
1,2000,8,4,2726.0,double
2,2000,8,4,2713.0,double
3,2000,8,4,2718.0,double
4,2000,8,4,2710.0,double
5,2000,8,4,2717.0,double
6,2000,8,4,2716.0,double
7,2000,8,4,2732.0,double
8,2000,8,4,2718.0,double
9,2000,8,4,2721.0,double
10,2000,8,4,2689.0,double
1,2000,8,8,2029.0,float
2,2000,8,8,2026.0,float
3,2000,8,8,2027.0,float
4,2000,8,8,1997.0,float
5,2000,8,8,2006.0,float
6,2000,8,8,2030.0,float
7,2000,8,8,2018.0,float
8,2000,8,8,2024.0,float
9,2000,8,8,1998.0,float
10,2000,8,8,2034.0,float
1,2000,8,8,2724.0,double
2,2000,8,8,2717.0,double
3,2000,8,8,2709.0,double
4,2000,8,8,2718.0,double
5,2000,8,8,2694.0,double
6,2000,8,8,2721.0,double
7,2000,8,8,2722.0,double
8,2000,8,8,2690.0,double
9,2000,8,8,2719.0,double
10,2000,8,8,2721.0,double
1,2000,8,16,2034.0,float
2,2000,8,16,2027.0,float
3,2000,8,16,2027.0,float
4,2000,8,16,2040.0,float
5,2000,8,16,1998.0,float
6,2000,8,16,2027.0,float
7,2000,8,16,2026.0,float
8,2000,8,16,2027.0,float
9,2000,8,16,2021.0,float
10,2000,8,16,2035.0,float
1,2000,8,16,2726.0,double
2,2000,8,16,2709.0,double
3,2000,8,16,2712.0,double
4,2000,8,16,2724.0,double
5,2000,8,16,2716.0,double
6,2000,8,16,2715.0,double
7,2000,8,16,2722.0,double
8,2000,8,16,2719.0,double
9,2000,8,16,2691.0,double
10,2000,8,16,2732.0,double
1,2000,16,1,3990.0,float
2,2000,16,1,3974.0,float
3,2000,16,1,3937.0,float
4,2000,16,1,3963.0,float
5,2000,16,1,3936.0,float
6,2000,16,1,3978.0,float
7,2000,16,1,3967.0,float
8,2000,16,1,3937.0,float
9,2000,16,1,3967.0,float
10,2000,16,1,3938.0,float
1,2000,16,1,5346.0,double
2,2000,16,1,5353.0,double
3,2000,16,1,5323.0,double
4,2000,16,1,5350.0,double
5,2000,16,1,5354.0,double
6,2000,16,1,5344.0,double
7,2000,16,1,5365.0,double
8,2000,16,1,5354.0,double
9,2000,16,1,5345.0,double
10,2000,16,1,5357.0,double
1,2000,16,2,2040.0,float
2,2000,16,2,2030.0,float
3,2000,16,2,2040.0,float
4,2000,16,2,2010.0,float
5,2000,16,2,2040.0,float
6,2000,16,2,2009.0,float
7,2000,16,2,2043.0,float
8,2000,16,2,2038.0,float
9,2000,16,2,2040.0,float
10,2000,16,2,2038.0,float
1,2000,16,2,2733.0,double
2,2000,16,2,2735.0,double
3,2000,16,2,2730.0,double
4,2000,16,2,2734.0,double
5,2000,16,2,2707.0,double
6,2000,16,2,2734.0,double
7,2000,16,2,2736.0,double
8,2000,16,2,2736.0,double
9,2000,16,2,2726.0,double
10,2000,16,2,2744.0,double
1,2000,16,4,2040.0,float
2,2000,16,4,2036.0,float
3,2000,16,4,2014.0,float
4,2000,16,4,2036.0,float
5,2000,16,4,2040.0,float
6,2000,16,4,2039.0,float
7,2000,16,4,2029.0,float
8,2000,16,4,2039.0,float
9,2000,16,4,2037.0,float
10,2000,16,4,2040.0,float
1,2000,16,4,2735.0,double
2,2000,16,4,2735.0,double
3,2000,16,4,2739.0,double
4,2000,16,4,2729.0,double
5,2000,16,4,2727.0,double
6,2000,16,4,2735.0,double
7,2000,16,4,2736.0,double
8,2000,16,4,2730.0,double
9,2000,16,4,2734.0,double
10,2000,16,4,2707.0,double
1,2000,16,8,2013.0,float
2,2000,16,8,2040.0,float
3,2000,16,8,2040.0,float
4,2000,16,8,2034.0,float
5,2000,16,8,2044.0,float
6,2000,16,8,2011.0,float
7,2000,16,8,2044.0,float
8,2000,16,8,2040.0,float
9,2000,16,8,2042.0,float
10,2000,16,8,2041.0,float
1,2000,16,8,2733.0,double
2,2000,16,8,2732.0,double
3,2000,16,8,2746.0,double
4,2000,16,8,2738.0,double
5,2000,16,8,2733.0,double
6,2000,16,8,2731.0,double
7,2000,16,8,2705.0,double
8,2000,16,8,2728.0,double
9,2000,16,8,2735.0,double
10,2000,16,8,2731.0,double
1,2000,16,16,2044.0,float
2,2000,16,16,2015.0,float
3,2000,16,16,2044.0,float
4,2000,16,16,2011.0,float
5,2000,16,16,2051.0,float
6,2000,16,16,2036.0,float
7,2000,16,16,2038.0,float
8,2000,16,16,2038.0,float
9,2000,16,16,2038.0,float
10,2000,16,16,2031.0,float
1,2000,16,16,2735.0,double
2,2000,16,16,2732.0,double
3,2000,16,16,2734.0,double
4,2000,16,16,2706.0,double
5,2000,16,16,2743.0,double
6,2000,16,16,2739.0,double
7,2000,16,16,2739.0,double
8,2000,16,16,2731.0,double
9,2000,16,16,2742.0,double
10,2000,16,16,2734.0,double
